"location_id","year","lat","lon","source","pAspen","oven","swth","cawa","alfl","classno","buffer_area","landcover_class","area","badr_wellpadlow","badr_road","badr_wellpadhigh","badr_plant","badr_linear","badr_plantbuffer","badr_reference"
"86904",2019,55.850261,-110.581636,"supplemental",0.990000009536743,0.403905481100082,0.148166790604591,0.0392640382051468,0.0641252547502518,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927642
"86904",2020,55.850261,-110.581636,"supplemental",0.990000009536743,0.403905481100082,0.148166790604591,0.0392640382051468,0.0641252547502518,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927642
"86887",2019,55.850098,-110.572051,"supplemental",0.990000009536743,0.429746508598328,0.155257493257523,0.0392556637525558,0.0721683278679848,210,70653.5,"coniferous",70653.5,0,0.524894354807499,0,0,0,0,0.475106224470156
"86887",2020,55.850098,-110.572051,"supplemental",0.990000009536743,0.429746508598328,0.155257493257523,0.0392556637525558,0.0721683278679848,210,70653.5,"coniferous",70653.5,0,0.524894354807499,0,0,0,0,0.475106224470156
"86863",2019,55.84205,-110.631238,"supplemental",0.990000009536743,0.508531391620636,0.162431061267853,0.0514707304537296,0.0800859928131104,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.0000005792767
"86894",2019,55.849757,-110.562379,"supplemental",0.990000009536743,0.517749786376953,0.152433857321739,0.0466872937977314,0.0742462500929832,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927625
"86894",2020,55.849757,-110.562379,"supplemental",0.990000009536743,0.517749786376953,0.152433857321739,0.0466872937977314,0.0742462500929832,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927625
"87019",2019,55.858007,-110.64744,"supplemental",0.0900000035762787,0.296485841274261,0.137396782636642,0.0284288637340069,0.0465016849339008,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927686
"87019",2020,55.858007,-110.64744,"supplemental",0.0900000035762787,0.296485841274261,0.137396782636642,0.0284288637340069,0.0465016849339008,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927686
"87020",2019,55.857956,-110.638174,"supplemental",0.140000000596046,0.355573028326035,0.143420025706291,0.0284478329122066,0.0628340691328049,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927709
"87020",2020,55.857956,-110.638174,"supplemental",0.140000000596046,0.355573028326035,0.143420025706291,0.0284478329122066,0.0628340691328049,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927709
"87018",2019,55.858113,-110.62995,"supplemental",0.140000000596046,0.355573028326035,0.143420025706291,0.0284478329122066,0.0628340691328049,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927834
"87018",2020,55.858113,-110.62995,"supplemental",0.140000000596046,0.355573028326035,0.143420025706291,0.0284478329122066,0.0628340691328049,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927834
"87017",2019,55.857119,-110.619409,"supplemental",0.990000009536743,0.335829496383667,0.149603202939034,0.0279026366770267,0.0908860042691231,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927841
"87017",2020,55.857119,-110.619409,"supplemental",0.990000009536743,0.335829496383667,0.149603202939034,0.0279026366770267,0.0908860042691231,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927841
"87016",2019,55.857374,-110.610653,"supplemental",0.990000009536743,0.335829496383667,0.149603202939034,0.0279026366770267,0.0908860042691231,230,70653.5,"mixedwood",70653.5,0,0,0,0,0,0,1.00000057927623
"87013",2019,55.85637,-110.600431,"supplemental",0.990000009536743,0.31519079208374,0.146380722522736,0.0267898328602314,0.0757700651884079,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927671
"86898",2019,55.855825,-110.589741,"supplemental",0.990000009536743,0.403905481100082,0.148166790604591,0.0392640382051468,0.0641252547502518,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927891
"86898",2020,55.855825,-110.589741,"supplemental",0.990000009536743,0.403905481100082,0.148166790604591,0.0392640382051468,0.0641252547502518,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927891
"86888",2019,55.856232,-110.581963,"supplemental",0.990000009536743,0.403905481100082,0.148166790604591,0.0392640382051468,0.0641252547502518,220,70653.5,"broadleaf",70653.5,0,0.11252624192473,0,0,0,0,0.887474337352276
"86888",2020,55.856232,-110.581963,"supplemental",0.990000009536743,0.403905481100082,0.148166790604591,0.0392640382051468,0.0641252547502518,220,70653.5,"broadleaf",70653.5,0,0.11252624192473,0,0,0,0,0.887474337352276
"86892",2019,55.855158,-110.571353,"supplemental",0.990000009536743,0.429746508598328,0.155257493257523,0.0392556637525558,0.0721683278679848,210,70653.5,"coniferous",70653.5,0,0.317397181702544,0,0,0,0,0.682603397574215
"86892",2020,55.855158,-110.571353,"supplemental",0.990000009536743,0.429746508598328,0.155257493257523,0.0392556637525558,0.0721683278679848,210,70653.5,"coniferous",70653.5,0,0.317397181702544,0,0,0,0,0.682603397574215
"87012",2019,55.841611,-110.621003,"supplemental",0.990000009536743,0.261641293764114,0.148269847035408,0.0215453542768955,0.0752652883529663,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927536
"86891",2019,55.854944,-110.562494,"supplemental",0.990000009536743,0.429746508598328,0.155257493257523,0.0392556637525558,0.0721683278679848,230,70653.5,"mixedwood",70653.5,0,0,0,0,0,0,1.00000057927712
"86891",2020,55.854944,-110.562494,"supplemental",0.990000009536743,0.429746508598328,0.155257493257523,0.0392556637525558,0.0721683278679848,230,70653.5,"mixedwood",70653.5,0,0,0,0,0,0,1.00000057927712
"87014",2019,55.863732,-110.647793,"supplemental",0.0399999991059303,0.178812175989151,0.127867132425308,0.0143102696165442,0.0522368960082531,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927722
"87015",2020,55.863159,-110.637062,"supplemental",0.0299999993294477,0.094286635518074,0.117499426007271,0.00730316480621696,0.0438906848430634,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927701
"87011",2020,55.863006,-110.62792,"supplemental",0.0299999993294477,0.094286635518074,0.117499426007271,0.00730316480621696,0.0438906848430634,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927715
"87009",2019,55.863273,-110.61915,"supplemental",0.00999999977648258,0.171216934919357,0.132613301277161,0.0219355244189501,0.0458116121590137,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927784
"87009",2020,55.863273,-110.61915,"supplemental",0.00999999977648258,0.171216934919357,0.132613301277161,0.0219355244189501,0.0458116121590137,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927784
"86853",2019,55.862042,-110.609763,"supplemental",0.00999999977648258,0.171216934919357,0.132613301277161,0.0219355244189501,0.0458116121590137,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927819
"86848",2019,55.861738,-110.600083,"supplemental",0.990000009536743,0.316476702690125,0.161043837666512,0.0488515794277191,0.0395594984292984,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927669
"86883",2019,55.862077,-110.59053,"supplemental",0.990000009536743,0.430799573659897,0.162203997373581,0.053322296589613,0.0485672876238823,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927772
"86883",2020,55.862077,-110.59053,"supplemental",0.990000009536743,0.430799573659897,0.162203997373581,0.053322296589613,0.0485672876238823,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927772
"86856",2019,55.861421,-110.579893,"supplemental",0.990000009536743,0.430799573659897,0.162203997373581,0.053322296589613,0.0485672876238823,230,70653.5,"mixedwood",70653.5,0,0,0,0,0,0,1.00000057927676
"86850",2019,55.861522,-110.571407,"supplemental",0.990000009536743,0.565975725650787,0.151027634739876,0.0556697435677052,0.0737387761473656,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927696
"86864",2019,55.840938,-110.61076,"supplemental",0.759999990463257,0.277533411979675,0.125732973217964,0.0266141500324011,0.0572093613445759,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927675
"86859",2019,55.860248,-110.56126,"supplemental",0.990000009536743,0.60486888885498,0.143006920814514,0.0627885311841965,0.0778709873557091,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927749
"87010",2019,55.868592,-110.64729,"supplemental",0.649999976158142,0.353915929794312,0.12851656973362,0.0275075696408749,0.0616278350353241,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927601
"87006",2019,55.868633,-110.618879,"supplemental",0.870000004768372,0.24592188000679,0.129110112786293,0.0198523532599211,0.0483932569622993,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927591
"87006",2020,55.868633,-110.618879,"supplemental",0.870000004768372,0.24592188000679,0.129110112786293,0.0198523532599211,0.0483932569622993,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927591
"86884",2019,55.86814,-110.608207,"supplemental",0.75,0.20037841796875,0.126440569758415,0.0241970326751471,0.0374857001006603,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927681
"86884",2020,55.86814,-110.608207,"supplemental",0.75,0.20037841796875,0.126440569758415,0.0241970326751471,0.0374857001006603,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927681
"86893",2019,55.867171,-110.598721,"supplemental",0.75,0.20037841796875,0.126440569758415,0.0241970326751471,0.0374857001006603,230,70653.5,"mixedwood",70653.5,0,0,0,0,0,0,1.00000057927757
"86893",2020,55.867171,-110.598721,"supplemental",0.75,0.20037841796875,0.126440569758415,0.0241970326751471,0.0374857001006603,230,70653.5,"mixedwood",70653.5,0,0,0,0,0,0,1.00000057927757
"86899",2019,55.86752,-110.589937,"supplemental",0.0700000002980232,0.219907745718956,0.120271749794483,0.0292043555527925,0.0504051446914673,230,70653.5,"mixedwood",70653.5,0,0,0,0,0,0,1.0000005792771
"86899",2020,55.86752,-110.589937,"supplemental",0.0700000002980232,0.219907745718956,0.120271749794483,0.0292043555527925,0.0504051446914673,230,70653.5,"mixedwood",70653.5,0,0,0,0,0,0,1.0000005792771
"86869",2019,55.866188,-110.580188,"supplemental",0.0700000002980232,0.219907745718956,0.120271749794483,0.0292043555527925,0.0504051446914673,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927755
"86876",2019,55.865919,-110.57012,"supplemental",0.980000019073486,0.281853348016739,0.126741245388985,0.036634873598814,0.0794443264603615,230,70653.5,"mixedwood",70653.5,0,0.913511073784861,0,0,0,0,0.0864895054911992
"86885",2019,55.841352,-110.602496,"supplemental",0.759999990463257,0.277533411979675,0.125732973217964,0.0266141500324011,0.0572093613445759,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927625
"86885",2020,55.841352,-110.602496,"supplemental",0.759999990463257,0.277533411979675,0.125732973217964,0.0266141500324011,0.0572093613445759,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927625
"86862",2019,55.866138,-110.561629,"supplemental",0.980000019073486,0.281853348016739,0.126741245388985,0.036634873598814,0.0794443264603615,230,70653.5,"mixedwood",70653.5,0,0,0,0,0,0,1.00000057927747
"87005",2019,55.874278,-110.645162,"supplemental",0.649999976158142,0.353915929794312,0.12851656973362,0.0275075696408749,0.0616278350353241,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927817
"87004",2019,55.874635,-110.637402,"supplemental",0.990000009536743,0.186863422393799,0.117743603885174,0.0129382284358144,0.0572996847331524,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927776
"87002",2019,55.874597,-110.627715,"supplemental",0.990000009536743,0.186863422393799,0.117743603885174,0.0129382284358144,0.0572996847331524,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927738
"87003",2019,55.873723,-110.617905,"supplemental",0.870000004768372,0.24592188000679,0.129110112786293,0.0198523532599211,0.0483932569622993,230,70653.5,"mixedwood",70653.5,0,0,0,0,0,0,1.00000057927672
"87003",2020,55.873723,-110.617905,"supplemental",0.870000004768372,0.24592188000679,0.129110112786293,0.0198523532599211,0.0483932569622993,230,70653.5,"mixedwood",70653.5,0,0,0,0,0,0,1.00000057927672
"86886",2019,55.872533,-110.608345,"supplemental",0.870000004768372,0.24592188000679,0.129110112786293,0.0198523532599211,0.0483932569622993,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927702
"86886",2020,55.872533,-110.608345,"supplemental",0.870000004768372,0.24592188000679,0.129110112786293,0.0198523532599211,0.0483932569622993,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927702
"86845",2019,55.872693,-110.599655,"supplemental",0.75,0.20037841796875,0.126440569758415,0.0241970326751471,0.0374857001006603,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.0000005792783
"86999",2019,55.872332,-110.588304,"supplemental",0.0700000002980232,0.219907745718956,0.120271749794483,0.0292043555527925,0.0504051446914673,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927582
"86881",2019,55.872014,-110.575677,"supplemental",0.980000019073486,0.281853348016739,0.126741245388985,0.036634873598814,0.0794443264603615,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.0000005792771
"86867",2019,55.871391,-110.570079,"supplemental",0.980000019073486,0.281853348016739,0.126741245388985,0.036634873598814,0.0794443264603615,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927732
"86902",2019,55.840301,-110.591995,"supplemental",0.990000009536743,0.567823708057404,0.146910011768341,0.0512213706970215,0.0749819949269295,220,70653.5,"broadleaf",70653.5,0,1.00000057927687,0,0,0,0,0
"86902",2020,55.840301,-110.591995,"supplemental",0.990000009536743,0.567823708057404,0.146910011768341,0.0512213706970215,0.0749819949269295,220,70653.5,"broadleaf",70653.5,0,1.00000057927687,0,0,0,0,0
"87001",2019,55.871125,-110.561002,"supplemental",0.980000019073486,0.281853348016739,0.126741245388985,0.036634873598814,0.0794443264603615,100,70653.5,"herbs",70653.5,0,0,0,0,0,0,1.00000057927805
"87000",2019,55.880423,-110.64539,"supplemental",0.990000009536743,0.438708275556564,0.135904461145401,0.031769797205925,0.0656871721148491,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927765
"86998",2019,55.879599,-110.635902,"supplemental",0.569999992847443,0.368900567293167,0.127150535583496,0.0272201914340258,0.0759926810860634,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927724
"86997",2019,55.879635,-110.62793,"supplemental",0.569999992847443,0.368900567293167,0.127150535583496,0.0272201914340258,0.0759926810860634,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927637
"86877",2019,55.879015,-110.618151,"supplemental",0.990000009536743,0.557924509048462,0.141386926174164,0.0378665551543236,0.0828641355037689,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927648
"86855",2019,55.878613,-110.606465,"supplemental",0.990000009536743,0.40070253610611,0.132628977298737,0.0281044505536556,0.0821033492684364,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927796
"86872",2019,55.878123,-110.598775,"supplemental",0.990000009536743,0.40070253610611,0.132628977298737,0.0281044505536556,0.0821033492684364,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927636
"86843",2019,55.877484,-110.588086,"supplemental",0.970000028610229,0.185407280921936,0.120506413280964,0.0155630083754659,0.066961757838726,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927861
"86857",2019,55.877193,-110.577836,"supplemental",0.970000028610229,0.185407280921936,0.120506413280964,0.0155630083754659,0.066961757838726,80,70653.5,"wetland",70653.5,0,0,0,0,0,0,1.00000057927664
"86854",2019,55.877511,-110.568759,"supplemental",0.109999999403954,0.117135755717754,0.105257339775562,0.0100162345916033,0.0866074189543724,80,70653.5,"wetland",70653.5,0,0,0,0,0,0,1.00000057927708
"86896",2019,55.840017,-110.58223,"supplemental",0.990000009536743,0.567823708057404,0.146910011768341,0.0512213706970215,0.0749819949269295,220,70653.5,"broadleaf",70653.5,0,0.916380578664784,0,0,0,0,0.0836200006127495
"86896",2020,55.840017,-110.58223,"supplemental",0.990000009536743,0.567823708057404,0.146910011768341,0.0512213706970215,0.0749819949269295,220,70653.5,"broadleaf",70653.5,0,0.916380578664784,0,0,0,0,0.0836200006127495
"86865",2019,55.876297,-110.560608,"supplemental",0.109999999403954,0.117135755717754,0.105257339775562,0.0100162345916033,0.0866074189543724,100,70653.5,"herbs",70653.5,0,0,0,0,0,0,1.00000057927628
"86861",2019,55.885582,-110.64409,"supplemental",0.990000009536743,0.438708275556564,0.135904461145401,0.031769797205925,0.0656871721148491,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927784
"86875",2019,55.885032,-110.636177,"supplemental",0.569999992847443,0.368900567293167,0.127150535583496,0.0272201914340258,0.0759926810860634,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.000000579278
"86860",2019,55.88511,-110.62583,"supplemental",0.569999992847443,0.368900567293167,0.127150535583496,0.0272201914340258,0.0759926810860634,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927784
"86874",2019,55.884845,-110.616817,"supplemental",0.990000009536743,0.557924509048462,0.141386926174164,0.0378665551543236,0.0828641355037689,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927798
"86852",2019,55.883667,-110.60574,"supplemental",0.990000009536743,0.40070253610611,0.132628977298737,0.0281044505536556,0.0821033492684364,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927719
"86866",2019,55.883688,-110.598189,"supplemental",0.990000009536743,0.40070253610611,0.132628977298737,0.0281044505536556,0.0821033492684364,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927668
"86858",2019,55.882961,-110.587242,"supplemental",0.970000028610229,0.185407280921936,0.120506413280964,0.0155630083754659,0.066961757838726,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927631
"86847",2019,55.883088,-110.579172,"supplemental",0.970000028610229,0.185407280921936,0.120506413280964,0.0155630083754659,0.066961757838726,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927742
"86846",2019,55.882305,-110.569992,"supplemental",0.109999999403954,0.117135755717754,0.105257339775562,0.0100162345916033,0.0866074189543724,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927695
"86906",2019,55.839859,-110.574942,"supplemental",0.990000009536743,0.55159991979599,0.154381558299065,0.0509347692131996,0.0677409470081329,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927708
"86906",2020,55.839859,-110.574942,"supplemental",0.990000009536743,0.55159991979599,0.154381558299065,0.0509347692131996,0.0677409470081329,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927708
"86868",2019,55.88251,-110.559978,"supplemental",0.109999999403954,0.117135755717754,0.105257339775562,0.0100162345916033,0.0866074189543724,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927608
"86996",2019,55.891071,-110.644313,"supplemental",0.990000009536743,0.578124642372131,0.132604897022247,0.0473574288189411,0.0719542875885963,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927726
"86849",2019,55.889898,-110.634987,"supplemental",0.819999992847443,0.343053579330444,0.121308490633965,0.0272083207964897,0.0760884582996368,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927683
"86844",2019,55.889875,-110.624209,"supplemental",0.819999992847443,0.343053579330444,0.121308490633965,0.0272083207964897,0.0760884582996368,100,70653.5,"herbs",70653.5,0,0,0,0,0,0,1.0000005792772
"86995",2019,55.889764,-110.617702,"supplemental",0.779999971389771,0.379949271678925,0.135512411594391,0.0245709028095007,0.0661705285310745,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927869
"86880",2019,55.889718,-110.605903,"supplemental",0.990000009536743,0.456043481826782,0.139495372772217,0.0324442312121391,0.0742165818810463,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927626
"86871",2019,55.888619,-110.596086,"supplemental",0.990000009536743,0.456043481826782,0.139495372772217,0.0324442312121391,0.0742165818810463,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927657
"86994",2019,55.888512,-110.586945,"supplemental",0.990000009536743,0.281933158636093,0.126691713929176,0.0243069361895323,0.0625840350985527,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927662
"86873",2019,55.888341,-110.577428,"supplemental",0.990000009536743,0.281933158636093,0.126691713929176,0.0243069361895323,0.0625840350985527,230,70653.5,"mixedwood",70653.5,0,0,0,0,0,0,1.00000057927643
"86993",2019,55.88833,-110.568535,"supplemental",0.980000019073486,0.207060292363167,0.111797839403152,0.0178535655140877,0.0861820429563522,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.0000005792768
"71160",2019,55.501332,-111.033514,"supplemental",0.00975471176207066,0.062927708029747,0.107894159853458,0.00366986612789333,0.0550379082560539,80,70653.5,"wetland",70653.5,1.00000057927678,0,0,0,0,0,0
