"","location_id","year","lat","lon","source","pAspen","classno","buffer_area","landcover_class","area","badr_wellpadlow","badr_road","badr_wellpadhigh","badr_plant","badr_linear","badr_plantbuffer","badr_reference","task_method","ALFL","CAWA","OVEN","SWTH"
"15","86889",2020,55.84585,-110.58238,"supplemental",0.990000009536743,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927617,"PC",0.0238307021326589,0.0545331220111123,0.426754910910319,0.190820575527167
"16","86903",2019,55.844591,-110.573629,"supplemental",0.990000009536743,220,70653.5,"broadleaf",70653.5,0,1.00000057927698,0,0,0,0,0,"PC",0.0786249743687311,0.0305921718517549,0.290313240553056,0.189692698805333
"17","86903",2020,55.844591,-110.573629,"supplemental",0.990000009536743,220,70653.5,"broadleaf",70653.5,0,1.00000057927698,0,0,0,0,0,"PC",0.0562700190548094,0.0345107015951255,0.327148783923629,0.191455223099296
"18","86879",2019,55.842373,-110.641087,"supplemental",0.990000009536743,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927701,"PC",0.0242863709356998,0.00259231105280379,0.0401190876200985,0.159474081271281
"19","86901",2020,55.845202,-110.563727,"supplemental",0.990000009536743,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927746,"PC",0.0349946416800092,0.000117171324935463,0.0211999395661597,0.1402048006244
"20","87027",2019,55.853073,-110.64867,"supplemental",0.0900000035762787,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927625,"PC",0.0329975472096067,0.000134242136880502,0.0214076713341196,0.138169953336922
"21","87025",2019,55.852817,-110.64051,"supplemental",0.140000000596046,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927718,"PC",0.021661399684762,0.0692205248558996,0.420350214989997,0.187736413461522
"22","87025",2020,55.852817,-110.64051,"supplemental",0.140000000596046,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927718,"PC",0.0185787389228477,0.0832031280094229,0.400720155545117,0.189544846006297
"23","87021",2019,55.852692,-110.629131,"supplemental",0.140000000596046,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.0000005792767,"PC",0.0763743165253191,0.0340504785378497,0.391977119019579,0.182636578217516
"24","87024",2019,55.851733,-110.619621,"supplemental",0.990000009536743,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927739,"PC",0.0168714476896372,0.0112305407438759,0.166844564880229,0.288204407277605
"25","87023",2019,55.850897,-110.610724,"supplemental",0.990000009536743,100,70653.5,"herbs",70653.5,0,0,0,0,0,0,1.00000057927759,"PC",0.0471188834882498,0.0066665349870066,0.20755746063705,0.271588101238651
"26","87023",2020,55.850897,-110.610724,"supplemental",0.990000009536743,100,70653.5,"herbs",70653.5,0,0,0,0,0,0,1.00000057927759,"PC",0.0310280386525567,0.00768222784703734,0.204564620845239,0.279176084095244
"27","87022",2019,55.851773,-110.600743,"supplemental",0.990000009536743,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.0000005792762,"PC",0.0275980589666992,0.00230141466741289,0.0417273211786798,0.158014938028021
"28","87022",2020,55.851773,-110.600743,"supplemental",0.990000009536743,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.0000005792762,"PC",0.0248422036249838,0.00265769977057326,0.0421000424058514,0.158701335945685
"29","86905",2019,55.85111,-110.591157,"supplemental",0.990000009536743,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927579,"PC",0.0349763108065744,0.0419127095911771,0.458615746043697,0.185361265056954
"30","86905",2020,55.85111,-110.591157,"supplemental",0.990000009536743,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927579,"PC",0.030465926453184,0.0449036230764521,0.451131952440479,0.187483321727625
"31","86904",2019,55.850261,-110.581636,"supplemental",0.990000009536743,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927642,"PC",0.0733437186361961,0.00479042356774129,0.0364989925309329,0.0827956069423085
"32","86904",2020,55.850261,-110.581636,"supplemental",0.990000009536743,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927642,"PC",0.0507347910469764,0.0075373323286406,0.0305835312829648,0.0831156778492894
"33","86887",2019,55.850098,-110.572051,"supplemental",0.990000009536743,210,70653.5,"coniferous",70653.5,0,0.524894354807499,0,0,0,0,0.475106224470156,"PC",0.0360919331883799,0.0427378592466784,0.449040174810975,0.187665329731974
"34","86887",2020,55.850098,-110.572051,"supplemental",0.990000009536743,210,70653.5,"coniferous",70653.5,0,0.524894354807499,0,0,0,0,0.475106224470156,"PC",0.032905434846114,0.045226582484121,0.447481981139534,0.188623311233063
"35","86863",2019,55.84205,-110.631238,"supplemental",0.990000009536743,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.0000005792767,"PC",0.0249504885771322,0.051850618495822,0.433692094078575,0.189962524528714
"36","86894",2019,55.849757,-110.562379,"supplemental",0.990000009536743,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927625,"PC",0.0420005226009976,0.00697004999047174,0.205902624796803,0.272064164805466
"37","86894",2020,55.849757,-110.562379,"supplemental",0.990000009536743,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927625,"PC",0.0268477095183903,0.00835044869140604,0.197373906346728,0.280724815788641
"38","87019",2019,55.858007,-110.64744,"supplemental",0.0900000035762787,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927686,"PC",0.0316177446533534,0.00014288760358455,0.0210889866686967,0.137196320847346
"39","87019",2020,55.858007,-110.64744,"supplemental",0.0900000035762787,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927686,"PC",0.0254981386089245,0.000221394677226152,0.0193372526716021,0.130709005753976
"40","87020",2019,55.857956,-110.638174,"supplemental",0.140000000596046,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927709,"PC",0.0239137433366814,0.00305353280064595,0.0421559521187702,0.155304127198596
"41","87020",2020,55.857956,-110.638174,"supplemental",0.140000000596046,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927709,"PC",0.0239137432276987,0.00305353282008288,0.0421559521015755,0.155304127168884
"42","87018",2019,55.858113,-110.62995,"supplemental",0.140000000596046,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927834,"PC",0.0208838618802967,0.0040377668317384,0.0420268931829457,0.154031891125304
"43","87018",2020,55.858113,-110.62995,"supplemental",0.140000000596046,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927834,"PC",0.020463807442981,0.00391059035050464,0.0410064412371692,0.152987170655159
"44","87017",2019,55.857119,-110.619409,"supplemental",0.990000009536743,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927841,"PC",0.0304415767366091,0.0526715349753512,0.449895857492784,0.185582789435662
"45","87017",2020,55.857119,-110.619409,"supplemental",0.990000009536743,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927841,"PC",0.0282308890629961,0.0573611377331437,0.452787487027923,0.187067077188663
"46","87016",2019,55.857374,-110.610653,"supplemental",0.990000009536743,230,70653.5,"mixedwood",70653.5,0,0,0,0,0,0,1.00000057927623,"PC",0.0272530746149573,0.0519958406495498,0.444070632443905,0.188282783413192
"47","87013",2019,55.85637,-110.600431,"supplemental",0.990000009536743,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927671,"PC",0.0103791015935348,0.0276798165176422,0.0845440831664595,0.270070276600156
"48","86898",2019,55.855825,-110.589741,"supplemental",0.990000009536743,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927891,"PC",0.0117857258339852,0.0206860964754912,0.103760800917795,0.278026298466283
"49","86898",2020,55.855825,-110.589741,"supplemental",0.990000009536743,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927891,"PC",0.00954536376504672,0.0335578719020756,0.0724402040664233,0.262563383312309
"50","86888",2019,55.856232,-110.581963,"supplemental",0.990000009536743,220,70653.5,"broadleaf",70653.5,0,0.11252624192473,0,0,0,0,0.887474337352276,"PC",0.0628359250335958,0.0343725662962912,0.398768034369063,0.182135348053947
"51","86888",2020,55.856232,-110.581963,"supplemental",0.990000009536743,220,70653.5,"broadleaf",70653.5,0,0.11252624192473,0,0,0,0,0.887474337352276,"PC",0.045494690531212,0.0388632000842555,0.439182663848898,0.184675367870724
"52","86892",2019,55.855158,-110.571353,"supplemental",0.990000009536743,210,70653.5,"coniferous",70653.5,0,0.317397181702544,0,0,0,0,0.682603397574215,"PC",0.019525401134996,0.0259932911786305,0.197363715406668,0.270594918671502
"53","86892",2020,55.855158,-110.571353,"supplemental",0.990000009536743,210,70653.5,"coniferous",70653.5,0,0.317397181702544,0,0,0,0,0.682603397574215,"PC",0.0151561799675989,0.038622740276952,0.170177926348715,0.271768485618401
"54","87012",2019,55.841611,-110.621003,"supplemental",0.990000009536743,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927536,"PC",0.0121572606403355,0.0178016318920934,0.110778653477435,0.280648630860979
"55","86891",2019,55.854944,-110.562494,"supplemental",0.990000009536743,230,70653.5,"mixedwood",70653.5,0,0,0,0,0,0,1.00000057927712,"PC",0.0246303256993987,0.0550033947303151,0.409396515507655,0.192593588800187
"56","86891",2020,55.854944,-110.562494,"supplemental",0.990000009536743,230,70653.5,"mixedwood",70653.5,0,0,0,0,0,0,1.00000057927712,"PC",0.0207868763827857,0.0644863510857827,0.38716536486592,0.194080629118772
"57","87014",2019,55.863732,-110.647793,"supplemental",0.0399999991059303,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927722,"PC",0.049849199156741,0.0000780465534195885,0.0211532951105241,0.13910399641254
"58","87015",2020,55.863159,-110.637062,"supplemental",0.0299999993294477,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927701,"PC",0.0219703369838578,0.00372388510533948,0.041617440906348,0.15410007409773
"59","87011",2020,55.863006,-110.62792,"supplemental",0.0299999993294477,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927715,"PC",0.0378978908329316,0.00010386766002014,0.0215456601623827,0.139171462476867
"60","87009",2019,55.863273,-110.61915,"supplemental",0.00999999977648258,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927784,"PC",0.0489452452963744,0.0000808392556415011,0.0211151870452691,0.136154744998541
"61","87009",2020,55.863273,-110.61915,"supplemental",0.00999999977648258,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927784,"PC",0.0402064322994568,0.0000990725245860429,0.0214448541723517,0.137922047474363
"62","86853",2019,55.862042,-110.609763,"supplemental",0.00999999977648258,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927819,"PC",0.0419064312799164,0.0000843616886156124,0.0213916272202451,0.141107706195465
"63","86848",2019,55.861738,-110.600083,"supplemental",0.990000009536743,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927669,"PC",0.0267788087716358,0.0000000143719226403506,0.0156819644019721,0.118916296317648
"64","86883",2019,55.862077,-110.59053,"supplemental",0.990000009536743,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927772,"PC",0.011042480829375,0.0222801907535404,0.0954209191305157,0.275629987072673
"65","86883",2020,55.862077,-110.59053,"supplemental",0.990000009536743,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927772,"PC",0.0101885073463069,0.0269142128110005,0.0832434703116004,0.269902491232184
"66","86856",2019,55.861421,-110.579893,"supplemental",0.990000009536743,230,70653.5,"mixedwood",70653.5,0,0,0,0,0,0,1.00000057927676,"PC",0.012104180302541,0.118583145825906,0.322554535950766,0.194521120980779
"67","86850",2019,55.861522,-110.571407,"supplemental",0.990000009536743,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927696,"PC",0.0257063355356507,0.0025110839780004,0.0418708196746194,0.158478504634248
"68","86864",2019,55.840938,-110.61076,"supplemental",0.759999990463257,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927675,"PC",0.0207355061773074,0.00335591085081867,0.0406725520044383,0.155862142148923
"69","86859",2019,55.860248,-110.56126,"supplemental",0.990000009536743,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927749,"PC",0.0335096386798196,0.0430915155789119,0.454113214087036,0.18605779380863
"70","87010",2019,55.868592,-110.64729,"supplemental",0.649999976158142,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927601,"PC",0.0411266640202853,0.0022572576407107,0.0393280052911298,0.144025875321415
"71","87006",2019,55.868633,-110.618879,"supplemental",0.870000004768372,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927591,"PC",0.0253410419974664,0.00281383854371248,0.042419736158534,0.155488652062411
"72","87006",2020,55.868633,-110.618879,"supplemental",0.870000004768372,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927591,"PC",0.0251346767741505,0.0028189336211862,0.0422590087580951,0.15532824202939
"73","86884",2019,55.86814,-110.608207,"supplemental",0.75,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927681,"PC",0.028280464272471,0.00249400691759031,0.0423792159769803,0.155007902101654
"74","86884",2020,55.86814,-110.608207,"supplemental",0.75,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927681,"PC",0.0251861943571922,0.00281538134022064,0.0423295189783212,0.155406420080188
"75","86893",2019,55.867171,-110.598721,"supplemental",0.75,230,70653.5,"mixedwood",70653.5,0,0,0,0,0,0,1.00000057927757,"PC",0.0173481723053718,0.0328191341701825,0.186530410354297,0.271211650293541
"76","86893",2020,55.867171,-110.598721,"supplemental",0.75,230,70653.5,"mixedwood",70653.5,0,0,0,0,0,0,1.00000057927757,"PC",0.0135808663636017,0.0484597378278245,0.158522542549088,0.270524036978517
"77","86899",2019,55.86752,-110.589937,"supplemental",0.0700000002980232,230,70653.5,"mixedwood",70653.5,0,0,0,0,0,0,1.0000005792771,"PC",0.0119482135525859,0.124128054491101,0.321720751068327,0.193821262279021
"78","86899",2020,55.86752,-110.589937,"supplemental",0.0700000002980232,230,70653.5,"mixedwood",70653.5,0,0,0,0,0,0,1.0000005792771,"PC",0.011810409795842,0.125998722728479,0.31974691173983,0.193812164018075
"79","86869",2019,55.866188,-110.580188,"supplemental",0.0700000002980232,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927755,"PC",0.067960097215273,0.0330849601029564,0.388034185190534,0.181754015013284
"80","86876",2019,55.865919,-110.57012,"supplemental",0.980000019073486,230,70653.5,"mixedwood",70653.5,0,0.913511073784861,0,0,0,0,0.0864895054911992,"PC",0.0299219603478923,0.0516667170365917,0.419777403203162,0.188301566086372
"81","86885",2019,55.841352,-110.602496,"supplemental",0.759999990463257,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927625,"PC",0.0364660619118114,0.0000979096266096877,0.0212739812295887,0.141548413487775
"82","86885",2020,55.841352,-110.602496,"supplemental",0.759999990463257,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927625,"PC",0.0319023719356298,0.000121066832984409,0.0207201199751481,0.139579959634915
"83","86862",2019,55.866138,-110.561629,"supplemental",0.980000019073486,230,70653.5,"mixedwood",70653.5,0,0,0,0,0,0,1.00000057927747,"PC",0.0131862900472797,0.110941586368148,0.336549056318087,0.19388073602977
"84","87005",2019,55.874278,-110.645162,"supplemental",0.649999976158142,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927817,"PC",0.0275432526795822,0.00251199313493864,0.0419528151687101,0.157350550256678
"85","87004",2019,55.874635,-110.637402,"supplemental",0.990000009536743,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927776,"PC",0.191208873475301,0.00395979386176322,0.0465081705624455,0.133172599737414
"86","87002",2019,55.874597,-110.627715,"supplemental",0.990000009536743,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927738,"PC",0.0262967696345127,0.00282217334801676,0.0445655068212844,0.16022192428029
"87","87003",2019,55.873723,-110.617905,"supplemental",0.870000004768372,230,70653.5,"mixedwood",70653.5,0,0,0,0,0,0,1.00000057927672,"PC",0.0239402836939704,0.00329391151480127,0.0438625180383312,0.15964120570366
"88","87003",2020,55.873723,-110.617905,"supplemental",0.870000004768372,230,70653.5,"mixedwood",70653.5,0,0,0,0,0,0,1.00000057927672,"PC",0.0199266885475377,0.00406500291995665,0.0407076970374247,0.154815024357084
"89","86886",2019,55.872533,-110.608345,"supplemental",0.870000004768372,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927702,"PC",0.046883090417729,0.0000755541897992712,0.021136567871616,0.139791047044309
"90","86886",2020,55.872533,-110.608345,"supplemental",0.870000004768372,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927702,"PC",0.0392596557877635,0.000091076585761281,0.0213843288253379,0.141230238851829
"91","86845",2019,55.872693,-110.599655,"supplemental",0.75,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.0000005792783,"PC",0.047337032206857,0.0000748565937985374,0.0211037481684413,0.139598037138518
"92","86999",2019,55.872332,-110.588304,"supplemental",0.0700000002980232,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927582,"PC",0.0426626195487611,0.0000863715613193952,0.0215481177456943,0.138611840266466
"93","86881",2019,55.872014,-110.575677,"supplemental",0.980000019073486,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.0000005792771,"PC",0.0294757076871164,0.000159581280062518,0.0206076126666272,0.13511711255503
"94","86867",2019,55.871391,-110.570079,"supplemental",0.980000019073486,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927732,"PC",0.0279034422666015,0.000214639765818924,0.0189238549804503,0.126985740672294
"95","86902",2019,55.840301,-110.591995,"supplemental",0.990000009536743,220,70653.5,"broadleaf",70653.5,0,1.00000057927687,0,0,0,0,0,"PC",0.183701625513022,0.023276308807527,0.146365603687001,0.188410275606559
"96","86902",2020,55.840301,-110.591995,"supplemental",0.990000009536743,220,70653.5,"broadleaf",70653.5,0,1.00000057927687,0,0,0,0,0,"PC",0.12337252022282,0.0266663875055112,0.207696277136605,0.192730501901125
"97","87001",2019,55.871125,-110.561002,"supplemental",0.980000019073486,100,70653.5,"herbs",70653.5,0,0,0,0,0,0,1.00000057927805,"PC",0.169706131941846,0.00580543685627551,0.0109446679778734,0.112435479996453
"98","87000",2019,55.880423,-110.64539,"supplemental",0.990000009536743,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927765,"PC",0.0396540327635924,0.0000958296715331858,0.0215106250629406,0.141167766362814
"99","86998",2019,55.879599,-110.635902,"supplemental",0.569999992847443,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927724,"PC",0.0227510489234384,0.0032271461141534,0.0414974341852061,0.156705188543195
"100","86997",2019,55.879635,-110.62793,"supplemental",0.569999992847443,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927637,"PC",0.0309520924739659,0.00210992963332208,0.0412520260893803,0.155578849135544
"101","86877",2019,55.879015,-110.618151,"supplemental",0.990000009536743,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927648,"PC",0.024456488605799,0.0587048513125447,0.413043286986519,0.190995907502777
"102","86855",2019,55.878613,-110.606465,"supplemental",0.990000009536743,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927796,"PC",0.0400128998075984,0.0000925148174010054,0.021795089666457,0.141943482203098
"103","86872",2019,55.878123,-110.598775,"supplemental",0.990000009536743,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927636,"PC",0.126776802681043,0.0287831816243475,0.293060921764398,0.180848722674362
"104","86843",2019,55.877484,-110.588086,"supplemental",0.970000028610229,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927861,"PC",0.0612541890592796,0.0000726464542828965,0.019581888882755,0.131141550092867
"105","86857",2019,55.877193,-110.577836,"supplemental",0.970000028610229,80,70653.5,"wetland",70653.5,0,0,0,0,0,0,1.00000057927664,"PC",0.0340657021822023,0.00214474726412629,0.0406058408476883,0.150397833671534
"106","86854",2019,55.877511,-110.568759,"supplemental",0.109999999403954,80,70653.5,"wetland",70653.5,0,0,0,0,0,0,1.00000057927708,"PC",0.0401095181808986,0.0000861285843798466,0.0213737619084846,0.140909469265403
"107","86896",2019,55.840017,-110.58223,"supplemental",0.990000009536743,220,70653.5,"broadleaf",70653.5,0,0.916380578664784,0,0,0,0,0.0836200006127495,"PC",0.0320859291880613,0.0435090760995957,0.384927022743895,0.193035916990285
"108","86896",2020,55.840017,-110.58223,"supplemental",0.990000009536743,220,70653.5,"broadleaf",70653.5,0,0.916380578664784,0,0,0,0,0.0836200006127495,"PC",0.0248470094246422,0.0534633293798515,0.363763166050808,0.196543889336283
"109","86865",2019,55.876297,-110.560608,"supplemental",0.109999999403954,100,70653.5,"herbs",70653.5,0,0,0,0,0,0,1.00000057927628,"PC",0.0630665079505563,0.0162513738458618,0.0479252147659967,0.181436086536643
"110","86861",2019,55.885582,-110.64409,"supplemental",0.990000009536743,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927784,"PC",0.0395854858299079,0.0470868802240286,0.47166138237403,0.18817006208233
"111","86875",2019,55.885032,-110.636177,"supplemental",0.569999992847443,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.000000579278,"PC",0.0291368184722571,0.0512432797373347,0.459388500279129,0.188809511075685
"112","86860",2019,55.88511,-110.62583,"supplemental",0.569999992847443,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927784,"PC",0.0247875686347566,0.00259584329131767,0.0418532351714288,0.157292514739337
"113","86874",2019,55.884845,-110.616817,"supplemental",0.990000009536743,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927798,"PC",0.0344575115825382,0.00253328496172736,0.039855394235081,0.145774324250837
"114","86852",2019,55.883667,-110.60574,"supplemental",0.990000009536743,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927719,"PC",0.0344390840918644,0.0439939919803943,0.449313679362478,0.184720160667874
"115","86866",2019,55.883688,-110.598189,"supplemental",0.990000009536743,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927668,"PC",0.0334973462579911,0.0497804132515913,0.451769642908716,0.182788348651259
"116","86858",2019,55.882961,-110.587242,"supplemental",0.970000028610229,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927631,"PC",0.158012917410129,0.0256345868747425,0.240318247776369,0.178291300422559
"117","86847",2019,55.883088,-110.579172,"supplemental",0.970000028610229,210,70653.5,"coniferous",70653.5,0,0,0,0,0,0,1.00000057927742,"PC",0.0417364966403605,0.0000936513328090102,0.0206030858855828,0.144364943449112
"118","86846",2019,55.882305,-110.569992,"supplemental",0.109999999403954,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927695,"PC",0.0382262957461533,0.0000969544448251595,0.0218007284179794,0.141649344917359
"119","86906",2019,55.839859,-110.574942,"supplemental",0.990000009536743,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927708,"PC",0.0259489000684506,0.0547005704193745,0.444558541486801,0.19220277200768
"120","86906",2020,55.839859,-110.574942,"supplemental",0.990000009536743,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927708,"PC",0.0193924465393207,0.0713418941485906,0.402619741280112,0.194495380748951
"121","86868",2019,55.88251,-110.559978,"supplemental",0.109999999403954,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927608,"PC",0.0272835503901488,0.00276877455121889,0.0414796610910346,0.152795582541122
"122","86996",2019,55.891071,-110.644313,"supplemental",0.990000009536743,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927726,"PC",0.0505818619830444,0.035944985934892,0.43216510086549,0.182930288399005
"123","86849",2019,55.889898,-110.634987,"supplemental",0.819999992847443,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927683,"PC",0.0382523226171457,0.0444220290694966,0.464504557867572,0.183590372092759
