"location_id","year","lat","lon","source","pAspen","classno","buffer_area","landcover_class","area","badr_wellpadlow","badr_road","badr_wellpadhigh","badr_plant","badr_linear","badr_plantbuffer","badr_reference","task_method","ALFL","CAWA","OVEN","SWTH"
"475579",2022,54.675512,-110.77239,"supplemental",0.620000004768372,210,70653.5,"coniferous",70653.5,0,0,0,0,1.00000057927683,0,0,"PC",0.0301786165747689,8.17296684417824e-05,0.0223143032709836,0.139957313083141
"475572",2022,54.676601,-110.76415,"supplemental",0.990000009536743,210,70653.5,"coniferous",70653.5,0,0,0,0,0.977775358682157,0,0.0222252205955154,"PC",0.0299307226016359,8.78008374089907e-05,0.0225255909903012,0.140289693544745
"475571",2022,54.609492,-110.440338,"supplemental",0.209999993443489,81,70653.5,"wetland-treed",70653.5,0,0,1.00000057927621,0,0,0,0,"PC",0.0664576528386833,9.43436847351033e-05,0.021456277509267,0.118076127908736
"475565",2022,54.614052,-110.450959,"supplemental",0.280000001192093,81,70653.5,"wetland-treed",70653.5,0,0,1.00000057927658,0,0,0,0,"PC",0.0359152921395632,6.05292617432229e-05,0.0204808306565767,0.142256761569162
"475566",2022,54.71143,-110.496795,"supplemental",0.990000009536743,81,70653.5,"wetland-treed",70653.5,1.00000057927709,0,0,0,0,0,0,"PC",0.0283214874071791,6.52948227796766e-05,0.0197523362217651,0.138280739567543
"475563",2022,54.71506,-110.488752,"supplemental",0.990000009536743,210,70653.5,"coniferous",70653.5,1.00000057927649,0,0,0,0,0,0,"PC",0.0324671154637307,5.440905124463e-05,0.020197146293185,0.138203467814778
"475558",2022,54.720328,-110.487006,"supplemental",0.930000007152557,210,70653.5,"coniferous",70653.5,1.00000057927673,0,0,0,0,0,0,"PC",0.0316115976472137,5.6410843877179e-05,0.0201469427409114,0.13817979667161
"475559",2022,54.70647,-110.502504,"supplemental",0.409999996423721,81,70653.5,"wetland-treed",70653.5,1.00000057927566,0,0,0,0,0,0,"PC",0.0284016669295383,6.4939556178748e-05,0.019848056748732,0.136690411779001
"475554",2022,54.722343,-110.339784,"supplemental",0.850000023841858,33,70653.5,"exposed_barren",70653.5,0,0,0,0.359467067541058,0,0.640533511736179,0,"PC",0.0371101010073079,7.37421154796564e-05,0.0138926551006578,0.135169377755015
"475553",2022,54.726965,-110.334076,"supplemental",0.980000019073486,210,70653.5,"coniferous",70653.5,0,0,0,0.0286676588602386,0,0.971332920417969,0,"PC",0.0266486636054143,7.6568592266301e-05,0.0194706825544044,0.136932837412953
"475556",2022,54.717987,-110.344712,"supplemental",0.850000023841858,210,70653.5,"coniferous",70653.5,0,0,0,0,0,1.0000005792772,0,"PC",0.0306750334937166,6.10750212884441e-05,0.0197205148716722,0.137417296903697
"475552",2022,54.679665,-110.877803,"supplemental",0.990000009536743,230,70653.5,"mixedwood",70653.5,0,0,0,0,0,0,1.00000057927726,"PC",0.0157458765523448,0.0535864677200632,0.368386584990865,0.193724602313565
"475548",2022,54.694333,-110.872292,"supplemental",0.939999997615814,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927663,"PC",0.0198365811433738,0.0329006664469573,0.401450133176904,0.183457508756718
"475546",2022,54.637848,-110.175368,"supplemental",0.990000009536743,220,70653.5,"broadleaf",70653.5,0.769975367311779,0.221626990642397,0,0,0,0,0.00839822132186955,"PC",0.0199889475264487,0.0319396135549915,0.395069870034916,0.184743152002934
"475545",2022,54.640058,-110.751236,"supplemental",0.990000009536743,100,70653.5,"herbs",70653.5,0,1.00000057927639,0,0,0,0,0,"PC",0.21071391960292,0.0322917837528474,0.186387815735107,0.107454867252045
"475543",2022,54.634049,-110.774773,"supplemental",0.779999971389771,220,70653.5,"broadleaf",70653.5,0.197168194682655,0.802832384593772,0,0,0,0,0,"PC",0.0368441122517147,0.0324525675503595,0.237213556162321,0.175183766564207
"475538",2022,54.628524,-110.780619,"supplemental",0.990000009536743,220,70653.5,"broadleaf",70653.5,0.0925158970035828,0.883794781317401,0,0,0,0,0.023689900955394,"PC",0.0212911772270459,0.0322312827989215,0.393757193454743,0.179365087744286
"475540",2022,54.540503,-110.509097,"supplemental",0.990000009536743,220,70653.5,"broadleaf",70653.5,0,0,0,0,0.975334469631514,0,0.0246661096450766,"PC",0.0194168333261491,0.0320085347929527,0.395462479596468,0.182104274419265
"475537",2022,54.544376,-110.524211,"supplemental",0.990000009536743,220,70653.5,"broadleaf",70653.5,0,0,0,0,0.991129518972589,0,0.00887106030278891,"PC",0.019566699232745,0.0319906666668702,0.39725600707641,0.182189468669217
"475541",2022,54.54874,-110.535382,"supplemental",0.959999978542328,220,70653.5,"broadleaf",70653.5,0,0,0,0,1.00000057927829,0,0,"PC",0.0146227858948145,0.042934748256463,0.357743388484929,0.184276748994157
"475536",2022,54.553124,-110.52287,"supplemental",0.990000009536743,220,70653.5,"broadleaf",70653.5,0,0,0,0,1.00000057927691,0,0,"PC",0.0115304910057446,0.0556091014899808,0.320966734851404,0.18515832909218
"475533",2022,54.540088,-110.531381,"supplemental",0.990000009536743,230,70653.5,"mixedwood",70653.5,0,0,0,0,0.902175300720617,0,0.0978252785563355,"PC",0.00959148871821494,0.0708822903178296,0.292675717848306,0.18498692259463
"475532",2022,54.543483,-110.537892,"supplemental",0.959999978542328,220,70653.5,"broadleaf",70653.5,0,0,0,0,0.56940067970973,0,0.430599899567905,"PC",0.0184736593002759,0.0347360772127985,0.364216380581334,0.184925777803182
"475535",2022,54.563314,-110.428157,"supplemental",0.980000019073486,220,70653.5,"broadleaf",70653.5,0,0,1.00000057927674,0,0,0,0,"PC",0.0321794342566606,0.0331000798708418,0.352571539956987,0.163299798189209
"475528",2022,54.574497,-110.42183,"supplemental",0.980000019073486,220,70653.5,"broadleaf",70653.5,0,0,1.00000057927768,0,0,0,0,"PC",0.00984151470627521,0.072462548899622,0.296342174066955,0.186633140341418
"475527",2022,54.560037,-110.436209,"supplemental",0.980000019073486,220,70653.5,"broadleaf",70653.5,0,0,1.00000057927714,0,0,0,0,"PC",0.0166227183028651,0.0393690245218143,0.343211987936125,0.188790892185674
"475525",2022,54.707208,-110.619479,"supplemental",0.939999997615814,210,70653.5,"coniferous",70653.5,1.00000057927732,0,0,0,0,0,0,"PC",0.017486298809446,0.0137723264304757,0.194477916192011,0.26198439176235
"475515",2022,54.54511,-110.404329,"supplemental",0.949999988079071,220,70653.5,"broadleaf",70653.5,0,0,0,0.0466612501720011,0,0.953339329105055,0,"PC",0.0220963391251633,0.0449799255936677,0.247420866151982,0.177830241522919
"475514",2022,54.546948,-110.409793,"supplemental",0.959999978542328,220,70653.5,"broadleaf",70653.5,0.2249818586585,0,0.0240150019077123,0,0,0.751003718710682,0,"PC",0.0140909044165174,0.0459449767958902,0.340618270858273,0.186163984025172
"475513",2022,54.602507,-110.423003,"supplemental",0.340000003576279,100,70653.5,"herbs",70653.5,0,0,0,0.378677489431263,0,0.621323089846496,0,"PC",0.00971216772460582,0.125328382340643,0.17261038582434,0.181501433962978
"475508",2022,54.599396,-110.422401,"supplemental",0.990000009536743,220,70653.5,"broadleaf",70653.5,0,0,0,0.266427897739197,0,0.733572681536801,0,"PC",0.0208704509266747,0.0466203022257383,0.217817432690031,0.188663440761008
"475507",2022,57.151922,-111.426833,"supplemental",0.970000028610229,81,70653.5,"wetland-treed",70653.5,1.00000057927772,0,0,0,0,0,0,"PC",0.0311802765802651,0.00165979788039116,0.0419275240983243,0.160543876362016
"475509",2022,57.151735,-111.440087,"supplemental",0.730000019073486,210,70653.5,"coniferous",70653.5,1.00000057927801,0,0,0,0,0,0,"PC",0.0163041221581755,0.00517276934340542,0.0370599431945633,0.149585604553859
"475506",2022,57.157096,-111.423883,"supplemental",0.939999997615814,81,70653.5,"wetland-treed",70653.5,1.00000057927682,0,0,0,0,0,0,"PC",0.0291322886177999,0.00179062432932359,0.0425264627384421,0.161831279476106
"475504",2022,57.157093,-111.438979,"supplemental",0.759999990463257,81,70653.5,"wetland-treed",70653.5,1.00000057927811,0,0,0,0,0,0,"PC",0.0274042443275203,0.00189696544173197,0.0424427166259236,0.162080630459041
"475505",2022,57.160629,-111.440751,"supplemental",0.759999990463257,81,70653.5,"wetland-treed",70653.5,1.00000057927634,0,0,0,0,0,0,"PC",0.0307383893161919,0.00168303506305975,0.0422599892399675,0.160924903956798
"475503",2022,57.16173,-111.427395,"supplemental",0.939999997615814,81,70653.5,"wetland-treed",70653.5,1.0000005792767,0,0,0,0,0,0,"PC",0.0333895712691046,0.00156308036042303,0.0412838424543505,0.158893429058367
"475502",2022,57.274608,-111.387235,"supplemental",0.889999985694885,80,70653.5,"wetland",70653.5,0,0,0,0.66218973424456,0,0.33781084503271,0,"PC",0.00474956576493538,0.0203338020242784,0.00874313910150135,0.0971562900626526
"475501",2022,57.277247,-111.349154,"supplemental",0.740000009536743,33,70653.5,"exposed_barren",70653.5,0,0,0,0.617017803181454,0,0.382982776096501,0,"PC",0.00471537324630874,0.020314159009259,0.00874411622894692,0.0971639696051214
"475499",2022,57.053052,-111.214456,"supplemental",0.980000019073486,81,70653.5,"wetland-treed",70653.5,0,0,0,0,0,0,1.00000057927668,"PC",0.0238293672251724,0.0460759001946978,0.435121434035454,0.189041548413094
"475497",2022,57.061297,-111.210625,"supplemental",0.970000028610229,230,70653.5,"mixedwood",70653.5,0,0,0,0,0,0,1.0000005792778,"PC",0.0237494774742134,0.0467015826133481,0.435519707350724,0.189403085003362
"475496",2022,57.145393,-111.113481,"supplemental",0.990000009536743,230,70653.5,"mixedwood",70653.5,0,0,0,0,1.00000057927591,0,0,"PC",0.0236251534286909,0.0456186403334954,0.435778630215069,0.191823160750007
"475492",2022,57.146203,-111.122323,"supplemental",0.970000028610229,210,70653.5,"coniferous",70653.5,0,0,0,0,1.00000057927647,0,0,"PC",0.0160466446876981,0.0268021326138653,0.179780661216329,0.271089274533504
"475494",2022,57.150426,-111.116526,"supplemental",0.990000009536743,230,70653.5,"mixedwood",70653.5,0,0,0,0,1.00000057927653,0,0,"PC",0.0237090694929137,0.0453265507948509,0.432582020851526,0.190498284844636
"475491",2022,57.232036,-111.092681,"supplemental",0.990000009536743,33,70653.5,"exposed_barren",70653.5,0,0,1.00000057927718,0,0,0,0,"PC",0.0288963885977709,0.00147775180475937,0.0407676910754597,0.168075003935001
"475488",2022,57.232662,-111.119209,"supplemental",0.990000009536743,81,70653.5,"wetland-treed",70653.5,0,0,1.00000057927734,0,0,0,0,"PC",0.0262808435594311,0.00166259170141199,0.0411192111493004,0.167968583554701
"475489",2022,57.237182,-111.119468,"supplemental",0.990000009536743,81,70653.5,"wetland-treed",70653.5,0,0,1.00000057927731,0,0,0,0,"PC",0.0286948354134499,0.00149954425535991,0.0407976009678461,0.167258092633556
"475487",2022,57.242894,-111.107388,"supplemental",0.930000007152557,81,70653.5,"wetland-treed",70653.5,0,0,1.00000057927707,0,0,0,0,"PC",0.0497871365882089,4.81200695596779e-05,0.0204079148423429,0.14784085406284
"475483",2022,57.239465,-111.08797,"supplemental",0.920000016689301,33,70653.5,"exposed_barren",70653.5,0,0,1.00000057927712,0,0,0,0,"PC",0.0214474853560477,0.00221547519316881,0.0390513547680687,0.167690313241594
"475486",2022,57.277799,-111.273021,"supplemental",0.970000028610229,230,70653.5,"mixedwood",70653.5,0.905600208766847,0.0944003705102454,0,0,0,0,0,"PC",0.023238707896587,0.015474985672996,0.212472683912134,0.277975985795645
"475485",2022,57.277207,-111.283644,"supplemental",0.970000028610229,230,70653.5,"mixedwood",70653.5,1.00000057927741,0,0,0,0,0,0,"PC",0.0207321071162675,0.0493632626173765,0.394177636764641,0.1993549465238
"475484",2022,57.281742,-111.278273,"supplemental",0.970000028610229,210,70653.5,"coniferous",70653.5,1.00000057927618,0,0,0,0,0,0,"PC",0.0252150759888632,0.0141157504728118,0.219345626556832,0.277126710019431
"475482",2022,57.283184,-111.292862,"supplemental",0.980000019073486,210,70653.5,"coniferous",70653.5,1.00000057927783,0,0,0,0,0,0,"PC",0.0264141862402248,0.0139746401186176,0.225594146601756,0.275951287584516
"475479",2022,57.288107,-111.283217,"supplemental",0.980000019073486,210,70653.5,"coniferous",70653.5,1.00000057927622,0,0,0,0,0,0,"PC",0.0263826442729253,0.013769153689438,0.207940157531826,0.279528703895574
"475478",2022,57.195674,-111.542031,"supplemental",0.889999985694885,33,70653.5,"exposed_barren",70653.5,0,0,0,0.329268007382604,0,0.670732571894568,0,"PC",0.0245114916835165,0.0429711259800028,0.435668097581635,0.194332744764498
"475481",2022,57.203602,-111.537403,"supplemental",0.970000028610229,33,70653.5,"exposed_barren",70653.5,0,0,0,0.506334298931562,0,0.493666280345695,0,"PC",0.0244383088941743,0.0432788182246834,0.435406208607043,0.19457441553913
"475477",2022,57.202823,-111.527446,"supplemental",0.959999978542328,33,70653.5,"exposed_barren",70653.5,0,0,0,0.532824767246816,0,0.467175812029333,0,"PC",0.0244699354761612,0.0432714207726955,0.435724432290992,0.194644660378599
"475474",2022,57.200348,-111.520943,"supplemental",0.860000014305115,210,70653.5,"coniferous",70653.5,0,0,0,0.283448476897526,0,0.716552102380128,0,"PC",0.0244423618142876,0.0429436710945482,0.435484329497296,0.19437612193656
"475475",2022,57.199642,-111.53464,"supplemental",0.889999985694885,81,70653.5,"wetland-treed",70653.5,0.0295896602250939,0,0,0,0,0.970410919052215,0,"PC",0.0244842491604521,0.0434773560473934,0.436609278991283,0.194724936644848
"480728",2023,56.089071,-111.956426,"supplemental",0.870000004768372,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927748,"PC",0.048755092995358,0.0312593743080175,0.344698561728399,0.166808408695738
"480722",2023,55.919827,-111.482881,"supplemental",0.980000019073486,220,70653.5,"broadleaf",70653.5,0.541158000021455,0,0,0,0.458842579254418,0,0,"PC",0.0670594466153597,0.00959617525704035,0.219645325721808,0.236647722902972
"480721",2023,55.916934,-111.483286,"supplemental",0.980000019073486,220,70653.5,"broadleaf",70653.5,0,0,0,0,1.00000057927738,0,0,"PC",0.0682047150649012,0.00986375649694338,0.224280967405709,0.238032108150608
"480723",2023,55.852389,-110.931785,"supplemental",0.990000009536743,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.0000005792781,"PC",0.106553412660538,0.0276777888380792,0.309087677039925,0.178676321704281
"480720",2023,55.844786,-110.933056,"supplemental",0.990000009536743,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927649,"PC",0.146744640381537,0.00941074503330806,0.200883059751443,0.249941932737713
"480719",2023,55.772974,-111.11306,"supplemental",0.990000009536743,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927736,"PC",0.0664494972849314,0.0292139431719035,0.388938320995816,0.18201161728912
"480698",2023,55.119001,-111.5981,"supplemental",0.990000009536743,220,70653.5,"broadleaf",70653.5,0,0,0,0,0,0,1.00000057927792,"PC",0.127570375718943,0.00553136675595006,0.192594686493282,0.249013311189058
"32601",2018,55.027455,-111.978181,"supplemental",0.990000009536743,210,70653.5,"coniferous",70653.5,0,0.994079889830834,0,0,0,0,0.00592068944705179,"PC",0.0187504388592568,0.000392043438539122,0.027131467090565,0.1440031872321
"35462",2017,56.199143,-110.9917,"supplemental",0.949999988079071,220,70653.5,"broadleaf",70653.5,0,0,1.00000057927682,0,0,0,0,"PC",0.0330237366317207,0.0424922864497639,0.427355390385304,0.179682519880554
"35471",2017,56.196418,-110.914506,"supplemental",0.0199999995529652,20,70653.5,"water",70653.5,0,0,0,0,0,0,1.00000057927741,"PC",0.0151209938390361,0.0121792600712762,0.147669982927361,0.284828325507906
"35475",2017,56.203641,-110.971309,"supplemental",0.419999986886978,210,70653.5,"coniferous",70653.5,0,0,1.00000057927708,0,0,0,0,"PC",0.0261487270340933,0.00411399308988573,0.036759239353464,0.136686956564261
"35476",2017,56.203485,-110.961879,"supplemental",0.419999986886978,210,70653.5,"coniferous",70653.5,0,0,1.00000057927692,0,0,0,0,"PC",0.0272915797673593,0.0032538839589375,0.0389439476208292,0.143427686810351
"35484",2017,56.210041,-110.990214,"supplemental",0.949999988079071,230,70653.5,"mixedwood",70653.5,0,0,1.00000057927748,0,0,0,0,"PC",0.030990009202497,0.0196489699693706,0.297148221750892,0.128146035213853
"35500",2017,56.213684,-110.940861,"supplemental",0.800000011920929,220,70653.5,"broadleaf",70653.5,1.00000057927604,0,0,0,0,0,0,"PC",0.0298852666705795,0.0508875987204871,0.417910302787255,0.179198074229459
"35502",2017,56.213355,-110.931236,"supplemental",0.300000011920929,100,70653.5,"herbs",70653.5,0,0,1.00000057927731,0,0,0,0,"PC",0.0599767508055329,0.0118495640995557,0.16518080361382,0.266011259897703
"35516",2017,54.571687,-110.476239,"supplemental",0.850000023841858,220,70653.5,"broadleaf",70653.5,0,0,1.00000057927698,0,0,0,0,"PC",0.0338374732148441,0.0332238593496716,0.218357129373461,0.185226893974493
